,country,name,full_name,isin,currency,symbol
15946,united kingdom,Halma,Halma PLC,GB0004052071,GBP,HLMA
15947,united kingdom,JPMorgan EM,JPMorgan Emerging Mkts Inv Trust,GB0003418950,GBP,JMG
15948,united kingdom,Rightmove,Rightmove PLC,GB00BGDT3G23,GBP,RMV
15949,united kingdom,Sports Direct Int,Sports Direct International PLC,GB00B1QH8P22,GBP,SPD
15950,united kingdom,PZ Cussons,PZ Cussons PLC,GB00B19Z1432,GBP,PZC
15951,united kingdom,Keller,Keller Group PLC,GB0004866223,GBP,KLR
15952,united kingdom,National Express,National Express Group,GB0006215205,GBP,NEX
15953,united kingdom,Safestore,Safestore Holdings Plc,GB00B1N7Z094,GBP,SAFE
15954,united kingdom,Galliford Try,Galliford Try PLC,GB00B3Y2J508,GBP,GFRD
15955,united kingdom,Intl Personal Finance,International Personal Finance PLC,GB00B1YKG049,GBP,IPF
15956,united kingdom,DS Smith,DS Smith PLC,GB0008220112,GBP,SMDS
15957,united kingdom,Chemring,Chemring Group PLC,GB00B45C9X44,GBP,CHG
15958,united kingdom,Essentra,Essentra PLC,GB00B0744359,GBP,ESNT
15959,united kingdom,Restaurant Group,Restaurant Group PLC,GB00B0YG1K06,GBP,RTN
15960,united kingdom,Shaftesbury,Shaftesbury PLC,GB0007990962,GBP,SHB
15961,united kingdom,De La Rue,De La Rue PLC,GB00B3DGH821,GBP,DLAR
15962,united kingdom,GEM Diamonds,Gem Diamonds Ltd,VGG379591065,GBP,GEMD
15963,united kingdom,Millennium Copthorne,Millennium & Copthorne Hotels,GB0005622542,GBP,MLC
15964,united kingdom,Pharos Energy PLC,Pharos Energy PLC,GB00B572ZV91,GBP,PHARP
15965,united kingdom,Ceres Power,Ceres Power Holdings PLC,GB00BG5KQW09,GBP,CWR
15966,united kingdom,Taylor Wimpey,Taylor Wimpey PLC,GB0008782301,GBP,TW
15967,united kingdom,Big Yellow,Big Yellow Group PLC,GB0002869419,GBP,BYG
15968,united kingdom,RIT Capital,RIT Capital Partners,GB0007366395,GBP,RCP
15969,united kingdom,Renishaw,Renishaw PLC,GB0007323586,GBP,RSW
15970,united kingdom,Bodycote,Bodycote PLC,GB00B3FLWH99,GBP,BOY
15971,united kingdom,Edinburgh Investment,Edinburgh Investment Trust,GB0003052338,GBP,EDIN
15972,united kingdom,Spirax-Sarco Engineering,Spirax-Sarco Engineering PLC,GB00BWFGQN14,GBP,SPX
15973,united kingdom,AVI Global,AVI Global Trust PLC,GB0001335081,GBP,AGT
15974,united kingdom,Dignity PLC,Dignity PLC,GB00BRB37M78,GBP,DTY
15975,united kingdom,Perpetual Income,Perpetual Income and Growth Investment Trust PLC,GB0006798424,GBP,PLI
15976,united kingdom,PV Crystalox Solar,PV Crystalox Solar PLC,GB00BJ0CHQ31,GBP,PVCS
15977,united kingdom,Templeton EM,Templeton Emerging Markets Investment Trust PLC,GB0008829292,GBP,TEM
15978,united kingdom,Greggs,Greggs PLC,GB00B63QSB39,GBP,GRG
15979,united kingdom,BBA Aviation,BBA Aviation PLC,GB00B1FP8915,GBP,BBA
15980,united kingdom,Alliance Trust,Alliance Trust PLC,GB00B11V7W98,GBP,ATST
15981,united kingdom,Aveva,AVEVA Group PLC,GB00BBG9VN75,GBP,AVV
15982,united kingdom,Asos,ASOS PLC,GB0030927254,GBP,ASOS
15983,united kingdom,Moneysupermarket.Com,Moneysupermarket.Com Group PLC,GB00B1ZBKY84,GBP,MONY
15984,united kingdom,Carillion,Carillion PLC,GB0007365546,GBP,CLLN
15985,united kingdom,HomeServe,HomeServe PLC,GB00BYYTFB60,GBP,HSV
15986,united kingdom,Reach,Reach PLC,GB0009039941,GBP,RCH
15987,united kingdom,ITE Group,ITE Group PLC,GB0002520509,GBP,ITE
15988,united kingdom,Electrocomponents,Electrocomponents PLC,GB0003096442,GBP,ECM
15989,united kingdom,Scottish Investment,Scottish Investment Trust,GB0007826091,GBP,SCIN
15990,united kingdom,Ashtead Group,Ashtead Group PLC,GB0000536739,GBP,AHT
15991,united kingdom,Spirent,Spirent Communications plc,GB0004726096,GBP,SPT
15992,united kingdom,Sthree,Sthree Plc,GB00B0KM9T71,GBP,STHR
15993,united kingdom,Marshalls,Marshalls PLC,GB00B012BV22,GBP,MSLH
15994,united kingdom,Mears,Mears Group PLC,GB0005630420,GBP,MERG
15995,united kingdom,Severfield-Rowen,Severfield PLC,GB00B27YGJ97,GBP,SFR
15996,united kingdom,Grainger,Grainger PLC,GB00B04V1276,GBP,GRI
15997,united kingdom,Northgate,Northgate PLC,GB00B41H7391,GBP,NTG
15998,united kingdom,Ferrexpo,Ferrexpo PLC,GB00B1XH2C03,GBP,FXPO
15999,united kingdom,Unite,Unite Group PLC,GB0006928617,GBP,UTG
16000,united kingdom,Derwent,Derwent London PLC,GB0002652740,GBP,DLN
16001,united kingdom,Renewi,Renewi PLC,GB0007995243,GBP,RWI
16002,united kingdom,Murray,Murray Income Trust,GB0006111123,GBP,MUT
16003,united kingdom,Flutter Entertainment,Flutter Entertainment PLC,IE00BWT6H894,GBP,FLTRF
16004,united kingdom,Monks,Monks Investment Trust PLC,GB0030517261,GBP,MNKS
16005,united kingdom,Aberdeen Diversified Income and Growth Trust,Aberdeen Diversified Income and Growth Trust PLC,GB0001297562,GBP,ADIG
16006,united kingdom,Workspace,Workspace Group PLC,GB00B67G5X01,GBP,WKP
16007,united kingdom,City Of London IT,City Of London Investment Trust,GB0001990497,GBP,CTY
16008,united kingdom,Merchants,Merchants Trust PLC,GB0005800072,GBP,MRCH
16009,united kingdom,C&C,C&C Group,IE00B010DT83,GBP,GCC
16010,united kingdom,Beazley,Beazley PLC,GB00BYQ0JC66,GBP,BEZG
16011,united kingdom,Euromoney,Euromoney Institutional Investor,GB0006886666,GBP,ERM
16012,united kingdom,Temple Bar,Temple Bar Investment Trust,GB0008825324,GBP,TMPL
16013,united kingdom,PayPoint,PayPoint plc,GB00B02QND93,GBP,PAYP
16014,united kingdom,Caretech,Caretech Holdings PLC,GB00B0KWHQ09,GBP,CTH
16015,united kingdom,Sterling Energy,Sterling Energy PLC,GB00B4X3Q493,GBP,SEY
16016,united kingdom,Witan,Witan Investment Trust,GB0009744060,GBP,WTAN
16017,united kingdom,Speedy Hire,Speedy Hire PLC,GB0000163088,GBP,SDY
16018,united kingdom,Hansteen,Hansteen Holdings Plc,GB00B0PPFY88,GBP,HSTN
16019,united kingdom,JPMorgan European,JPMorgan European Investment Trust,GB00B18JK166,GBP,JETx
16020,united kingdom,Electra,Electra Private Equity PLC,GB0003085445,GBP,ELTA
16021,united kingdom,Rathbone Brothers,Rathbone Brothers PLC,GB0002148343,GBP,RAT
16022,united kingdom,CLS,CLS Holdings PLC,GB00BF044593,GBP,CLSH
16023,united kingdom,Majestic Wine,Majestic Wine PLC,GB00B021F836,GBP,WINEW
16024,united kingdom,Findel,Findel,GB00B8B4R053,GBP,STUS
16025,united kingdom,JPMorgan Indian,JPMorgan Indian Inv Trust,GB0003450359,GBP,JII
16026,united kingdom,Murray International,Murray International Trust,GB0006111909,GBP,MYI
16027,united kingdom,Proteome,Proteome Sciences PLC,GB0003104196,GBP,PRM
16028,united kingdom,Hargreaves Services,Hargreaves Services PLC,GB00B0MTC970,GBP,HASE
16029,united kingdom,Fidelity European,Fidelity European Values,GB00BK1PKQ95,GBP,FEV
16030,united kingdom,Bowleven,Bowleven PLC,GB00B04PYL99,GBP,BLVN
16031,united kingdom,Oxford BioMedica,Oxford BioMedica PLC,GB00BDFBVT43,GBP,OXB
16032,united kingdom,Sopheon PLC,Sopheon PLC,GB00BSZM1369,GBP,SPHN
16033,united kingdom,St.Modwen,St. Modwen Properties PLC,GB0007291015,GBP,SMP
16034,united kingdom,Volga Gas,Volga Gas PLC,GB00B1VN4809,GBP,VGAS
16035,united kingdom,James Halstead,James Halstead PLC,GB00B0LS8535,GBP,JHD
16036,united kingdom,Kenmare Resources,Kenmare Resources PLC,IE00BDC5DG00,GBP,KMR
16037,united kingdom,Costain,Costain Group,GB00B64NSP76,GBP,COSG
16038,united kingdom,Numis,Numis Corp,GB00B05M6465,GBP,NUM
16039,united kingdom,Serica,Serica Energy PLC,GB00B0CY5V57,GBP,SQZ
16040,united kingdom,Redde,Redde PLC,GB00BLWF0R63,GBP,REDD
16041,united kingdom,Assura,Assura PLC,GB00BVGBWW93,GBP,AGRP
16042,united kingdom,Capital Regional,Capital & Regional PLC,GB0001741544,GBP,CAL
16043,united kingdom,Accsys,Accsys Technologies,GB00BQQFX454,GBP,ACCS
16044,united kingdom,M.P.Evans,M.P.Evans Group,GB0007538100,GBP,MPE
16045,united kingdom,Goals,Goals Soccer Centres,GB00B0486M37,GBP,GOAL
16046,united kingdom,Headlam,Headlam Group,GB0004170089,GBP,HEAD
16047,united kingdom,LMS Capital,LMS Capital Plc,GB00B12MHD28,GBP,LMS
16048,united kingdom,Pendragon,Pendragon PLC,GB00B1JQBT10,GBP,PDG
16049,united kingdom,Marathon Petroleum,Marathon Petroleum Corp,US56585A1025,USD,0JYA
16050,united kingdom,Johnson Controls,Johnson Controls International PLC,IE00BY7QL619,USD,0Y7S
16051,united kingdom,Royal Dutch Shell B,Royal Dutch Shell PLC B,GB00B03MM408,GBP,RDSb
16052,united kingdom,Ryanair,Ryanair Holdings PLC,IE00BYTBXV33,EUR,RYA
16053,united kingdom,UK Commercial Property,UK Commercial Property Trust,GB00B19Z2J52,GBP,UKCM
16054,united kingdom,Marston’s,Marston’s PLC,GB00B1JQDM80,GBP,MARS
16055,united kingdom,Domino’s Pizza,Domino’s Pizza Group PLC,GB00BYN59130,GBP,DOM
16056,united kingdom,888 Holdings,888 Holdings,GI000A0F6407,GBP,888
16057,united kingdom,Intu Properties,Intu Properties PLC,GB0006834344,GBP,INTUP
16058,united kingdom,Fresnillo,Fresnillo PLC,GB00B2QPKJ12,GBP,FRES
16059,united kingdom,Gazprom,Gazprom PAO,US3682872078,GBP,GAZPq
16060,united kingdom,Experian,Experian PLC,GB00B19NLV48,GBP,EXPN
16061,united kingdom,Rockhopper,Rockhopper Exploration,GB00B0FVQX23,GBP,RKH
16062,united kingdom,Playtech,Playtech Plc,IM00B7S9G985,GBP,PTEC
16063,united kingdom,Berkeley,Berkeley Group Holdings PLC,GB00B02L3W35,GBP,BKGH
16064,united kingdom,Howden Joinery,Howden Joinery Group Plc,GB0005576813,GBP,HWDN
16065,united kingdom,Enquest,Enquest Plc,GB00B635TG28,GBP,ENQ
16066,united kingdom,Acacia Mining,Acacia Mining PLC,GB00B61D2N63,GBP,ACAA
16067,united kingdom,Infrastrata,Infrastrata Plc,GB00B28YMP66,GBP,INFAT
16068,united kingdom,Paragon Banking Group,Paragon Banking Group PLC,GB00B2NGPM57,GBP,PARA
16069,united kingdom,MRS PLC,Management Resource Solutions PLC,GB00B8BL4R23,GBP,MRS
16070,united kingdom,Ocado,Ocado Group PLC,GB00B3MBS747,GBP,OCDO
16071,united kingdom,Bahamas Petroleum,Bahamas Petroleum Company Plc,IM00B3NTV894,GBP,BPCB
16072,united kingdom,Borders&Southern,Borders & Southern Petroleum,GB00B08F4599,GBP,BSTH
16073,united kingdom,Glencore,Glencore PLC,JE00B4T3BW64,GBP,GLEN
16074,united kingdom,IAG,International Consolidated Airlines Group S.A.,ES0177542018,GBP,ICAG
16075,united kingdom,Bank of Cyprus,Bank Of Cyprus Holdings PCL,IE00BD5B1Y92,GBP,BOCH
16076,united kingdom,Abcam,Abcam PLC,GB00B6774699,GBP,ABCA
16077,united kingdom,Avanti,Avanti Communications Group PLC,GB00B1VCNQ84,GBP,AVN
16078,united kingdom,Highbridge Fund,Highbridge Multi-Strategy Fund,GB00B13YVW48,GBP,HTCF
16079,united kingdom,A.G Barr,A.G.Barr PLC,GB00B6XZKY75,GBP,BAG
16080,united kingdom,Begbies Traynor,Begbies Traynor Group PLC,GB00B0305S97,GBP,BEG
16081,united kingdom,BH Global,BH Global Ltd,GG00B2QQPT96,GBP,BHGG
16082,united kingdom,BH Global USD,BH Global Ltd USD,GG00B2QQPS89,USD,BHGGu
16083,united kingdom,BH Macro,BH Macro Ltd,GG00B1NP5142,GBP,BHMG
16084,united kingdom,BH Macro USD,BH Macro Ltd USD,GG00B1NPGV15,USD,BHMGu
16085,united kingdom,Brewin Dolphin,Brewin Dolphin Holdings PLC,GB0001765816,GBP,BRW
16086,united kingdom,Blackrock World Mining,Blackrock World Mining Trust Plc,GB0005774855,GBP,BRWM
16087,united kingdom,Capital&Counties,Capital & Counties Properties Plc,GB00B62G9D36,GBP,CAPCC
16088,united kingdom,Centamin,Centamin PLC,JE00B5TT1872,GBP,CEY
16089,united kingdom,Conygar Investment,Conygar Investment Co PLC,GB0033698720,GBP,CIC
16090,united kingdom,CPP Group,CPP Group Plc,GB00B5W55H93,GBP,CPPG
16091,united kingdom,Dixons Carphone,Dixons Carphone PLC,GB00B4Y7R145,GBP,DC
16092,united kingdom,Cranswick,Cranswick PLC,GB0002318888,GBP,CWK
16093,united kingdom,Daejan,Daejan Holdings Plc,GB0002502036,GBP,DJAN
16094,united kingdom,Dunelm,Dunelm Group PLC,GB00B1CKQ739,GBP,DNLM
16095,united kingdom,Edinburgh Dragon,Edinburgh Dragon Trust,GB0002945029,GBP,EFM
16096,united kingdom,Elementis,Elementis PLC,GB0002418548,GBP,ELM
16097,united kingdom,Exillon,Exillon Energy PLC,IM00B58FMW76,GBP,EXIL
16098,united kingdom,BMO Commercial,BMO Commercial Property Trust Ltd,GG00B4ZPCJ00,GBP,BCPT
16099,united kingdom,Fidelity China,Fidelity China Special Situations PLC,GB00B62Z3C74,GBP,FCSS
16100,united kingdom,First Quantum Minerals,First Quantum Minerals Ltd,CA3359341052,EUR,0P6E
16101,united kingdom,Fidelity Special,Fidelity Special Values,GB00BWXC7Y93,GBP,FSV
16102,united kingdom,Genesis Emerg Mkts,Genesis Emerging Markets Fund Ltd,GG00B4L0PD47,GBP,GSS
16103,united kingdom,Gulf Keystone,Gulf Keystone Petroleum Ltd,BMG4209G2077,GBP,GKP
16104,united kingdom,HICL Infrastructure,HICL Infrastructure Company Ltd,GB00BJLP1Y77,GBP,HICL
16105,united kingdom,Herald,Herald Investment Trust,GB0004228648,GBP,HRI
16106,united kingdom,H&T Group,H&T Group,GB00B12RQD06,GBP,HTGR
16107,united kingdom,Immunodiagnostic Systems,Immunodiagnostic Systems Holdings PLC,GB00B01YZ052,GBP,IDH
16108,united kingdom,Impax Environmental,Impax Environmental Markets PLC,GB0031232498,GBP,IEM
16109,united kingdom,Intl Public Partnership,International Public Partnership,GB00B188SR50,GBP,INPP
16110,united kingdom,JPMorgan Asian,JPMorgan Asian Investment Trust,GB0001320778,GBP,JAI
16111,united kingdom,JPMorgan American,JPMorgan American Investment Trust,GB00BKZGVH64,GBP,JAM
16112,united kingdom,JD Sports Fashion,JD Sports Fashion PLC,GB00BYX91H57,GBP,JD
16113,united kingdom,JPMorgan Euro Small,JPMorgan Euro Small Companies Trust Plc,GB00BMTS0Z37,GBP,JESC
16114,united kingdom,Jupiter FM,Jupiter Fund Management Plc,GB00B53P2009,GBP,JUP
16115,united kingdom,Lamprell,Lamprell Plc,GB00B1CL5249,GBP,LAM
16116,united kingdom,Lancashire,Lancashire Holdings Ltd,BMG5361W1047,GBP,LRE
16117,united kingdom,Londonmetric Property,Londonmetric Property Plc,GB00B4WFW713,GBP,LMPL
16118,united kingdom,Law Debenture,Law Debenture Corp,GB0031429219,GBP,LWDB
16119,united kingdom,Mercantile Investment Trust,Mercantile Investment Trust,GB0005794036,GBP,MRCM
16120,united kingdom,Mothercare,Mothercare PLC,GB0009067447,GBP,MTC
16121,united kingdom,Nichols,Nichols,GB0006389398,GBP,NICL
16122,united kingdom,Polar Capital,Polar Capital Partners Limited,GB0004220025,GBP,PCT
16123,united kingdom,Phoenix,Phoenix Group Holdings PLC,GB00BGXQNP29,GBP,PHNX
16124,united kingdom,RPC Group,RPC Group PLC,GB0007197378,GBP,RPC
16125,united kingdom,RWS Hldgs,RWS Holdings PLC,GB00BVFCZV34,GBP,RWS
16126,united kingdom,SDL,SDL PLC,GB0009376368,GBP,SDL
16127,united kingdom,Schroder Asia Pacific,Schroder Asia Pacific Fund,GB0007918872,GBP,SDP
16128,united kingdom,Superdry,Superdry PLC,GB00B60BD277,GBP,SDRY
16129,united kingdom,Silence Therapeutics,Silence Therapeutics PLC,GB00B9GTXM62,GBP,SLN
16130,united kingdom,Stobart,Stobart Group Ltd,GB00B03HDJ73,GBP,STOB
16131,united kingdom,Talk Talk,Talk Talk Telecom Group PLC,GB00B4YCDF59,GBP,TALK
16132,united kingdom,Victoria Oil,Victoria Oil & Gas PLC,GB00BRWR3752,GBP,VOG
16133,united kingdom,Pembridge Resources,Pembridge Resources PLC,GB00B3ZW6Z85,GBP,PERE
16134,united kingdom,Young & Co’s Brewery,Young & Co’S Brewery NV,GB00B2NDK989,GBP,YNGt
16135,united kingdom,Amerisur,Amerisur Resources PLC,GB0032087826,GBP,AMER
16136,united kingdom,Amur Minerals,Amur Minerals Corp,VGG042401007,GBP,A7L
16137,united kingdom,Bezant,Bezant Resources Plc,GB00B1CKQD97,GBP,BZT
16138,united kingdom,Blackrock Smaller,Blackrock Smaller Companies Trust PLC,GB0006436108,GBP,BRSC
16139,united kingdom,Cadogan,Cadogan Petroleum,GB00B12WC938,GBP,CADP
16140,united kingdom,Chariot,Chariot Oil & Gas Ltd,GG00B2R9PM06,GBP,CHARC
16141,united kingdom,Devro,Devro,GB0002670437,GBP,DVO
16142,united kingdom,Henderson Smaller,Henderson Smaller Cos Inv Tst,GB0009065060,GBP,HSL
16143,united kingdom,IQE,IQE PLC,GB0009619924,GBP,IQE
16144,united kingdom,JPMorgan Smaller,JPMorgan Smaller Companies Investment Trust Plc,GB0007416000,GBP,JMI
16145,united kingdom,JPMorgan Russian,JPMorgan Russian Securities,GB0032164732,GBP,JRS
16146,united kingdom,MUSCIT,Montanaro UK Smaller Companies Investment Trust PLC,GB0006007560,GBP,MTU
16147,united kingdom,Mulberry,Mulberry Group PLC,GB0006094303,GBP,MUL
16148,united kingdom,Petra Diamonds,Petra Diamonds Ltd,BMG702781094,GBP,PDL
16149,united kingdom,Schroder UK Mid Cap,Schroder UK Mid Cap Fund PLC,GB0006108418,GBP,SCP
16150,united kingdom,Senior,Senior PLC,GB0007958233,GBP,SNR
16151,united kingdom,Sirius Minerals,Sirius Minerals PLC,GB00B0DG3H29,GBP,SXX
16152,united kingdom,Smurfit Kappa,Smurfit Kappa Group PLC,IE00B1RR8406,GBP,SKG
16153,united kingdom,Standard Life UK Smaller,Standard Life Uk Smaller Co Trust,GB0002959582,GBP,SLS
16154,united kingdom,Telecom Plus,Telecom Plus PLC,GB0008794710,GBP,TEP
16155,united kingdom,Vectura,Vectura Group PLC,GB00BKM2MW97,GBP,VEC
16156,united kingdom,Dragon-Ukrainian,Dragon-Ukrainian Properties & Development PLC,IM00B1XH2B90,GBP,DUPD
16157,united kingdom,Hardy Oil,Hardy Oil and Gas PLC,GB00B09MB366,GBP,HAOG
16158,united kingdom,Impellam,Impellam Group Plc,GB00B8HWGJ55,GBP,IPEL
16159,united kingdom,Lookers,Lookers PLC,GB00B17MMZ46,GBP,LOOK
16160,united kingdom,Pan African Resources,Pan African Resources PLC,GB0004300496,GBP,PAFR
16161,united kingdom,Polo Resources,Polo Resources Ltd,VGG6844A1158,GBP,POLO
16162,united kingdom,San Leon Energy,San Leon Energy PLC,IE00BWVFTP56,GBP,SLEN
16163,united kingdom,Throgmorton,Throgmorton Trust Plc,GB0008910555,GBP,THRG
16164,united kingdom,Tribal,Tribal Group PLC,GB0030181522,GBP,TRBG
16165,united kingdom,Synthomer,Synthomer PLC,GB0009887422,GBP,SYNTS
16166,united kingdom,Nanoco,Nanoco Group PLC,GB00B01JLR99,GBP,NANON
16167,united kingdom,Evraz,EVRAZ plc,GB00B71N6K86,GBP,EVRE
16168,united kingdom,Polymetal,Polymetal International PLC,JE00B6T5S470,GBP,POLYP
16169,united kingdom,Comcast,Comcast Corp,US20030N1019,USD,0QYF
16170,united kingdom,LKQ,LKQ Corporation,US5018892084,USD,0JSJ
16171,united kingdom,Janus Henderson,Janus Henderson Group PLC,JE00BYPZJM29,USD,0RPW
16172,united kingdom,Cabot Energy,Cabot Energy PLC,GB00BGR7LD51,GBP,CABC
16173,united kingdom,MTG A,Modern Times Group MTG AB A,SE0000412363,SEK,0GQY
16174,united kingdom,Anglo Pacific,Anglo Pacific Group,GB0006449366,GBP,APF
16175,united kingdom,Kcom Group,Kcom Group Plc,GB0007448250,GBP,KCOM
16176,united kingdom,Oxford Instruments,Oxford Instruments PLC,GB0006650450,GBP,OXIG
16177,united kingdom,Personal Assets,Personal Assets Trust,GB0006827546,GBP,PNL
16178,united kingdom,Coca-Cola European,Coca-Cola European Partners PLC,GB00BDCPN049,EUR,CCEPC
16179,united kingdom,PetroNeft,PetroNeft Resources plc,IE00B0Q82B24,GBP,PTR
16180,united kingdom,MC Mining,MC Mining Ltd,AU000000MCM9,GBP,MCMM
16181,united kingdom,Firestone,Firestone Diamonds,GB00BKX59Y86,GBP,FDI
16182,united kingdom,Altyn,Altyn PLC,GB00B015PT76,GBP,ALTNA
16183,united kingdom,Morgan Materials,Morgan Advanced Materials Plc,GB0006027295,GBP,MGAMM
16184,united kingdom,Monster Beverage,Monster Beverage Corp,US61174X1090,USD,0K34
16185,united kingdom,Panasonic,Panasonic Corp,JP3866800000,JPY,0QYR
16186,united kingdom,Patagonia Gold,Patagonia Gold PLC,GB00BF5B8R55,GBP,PGD
16187,united kingdom,Avesoro Resources,Avesoro Resources Inc,CA05366A3029,GBP,ASOA
16188,united kingdom,Avocet Mining,Avocet Mining PLC,GB00BZBVR613,GBP,AVM
16189,united kingdom,Provexis,Provexis PLC,GB00B0923P27,GBP,PXSP
16190,united kingdom,Carraro,Carraro SpA,IT0001046553,EUR,0N7L
16191,united kingdom,Alphabet A,Alphabet Inc Class A,US02079K3059,USD,0RIH
16192,united kingdom,Tui,Tui AG,DE000TUAG000,GBP,TUIT
16193,united kingdom,DCC,DCC plc,IE0002424939,GBP,DCC
16194,united kingdom,Close Brothers,Close Bros Group,GB0007668071,GBP,CBRO
16195,united kingdom,Gaming Realms,Gaming Realms PLC,GB00BBHXD542,GBP,GMRG
16196,united kingdom,Young & Co’s Brewery A,Young & Co’S Brewery A,GB00B2NDK765,GBP,YNGa
16197,united kingdom,First Majestic Silver,First Majestic Silver Corp,CA32076V1031,CAD,0QYC
16198,united kingdom,Zynga,Zynga Inc,US98986T1088,USD,0R0J
16199,united kingdom,Saint Gobain,Compagnie De St-Gobain,FR0000125007,EUR,CODC
16200,united kingdom,BBVA,Banco Bilbao Vizcaya Argentaria Sa,ES0113211835,EUR,BVAB
16201,united kingdom,Telefonica,Telefonica SA,ES0178430E18,EUR,0TDE
16202,united kingdom,Santander,Banco Santander SA,ES0113900J37,GBP,BNC
16203,united kingdom,Jardine Matheson,Jardine Matheson Holdings Ltd,BMG507361001,USD,JARB
16204,united kingdom,Oilex,Oilex Ltd,AU000000OEX8,GBP,OEX
16205,united kingdom,Berkeley Energy,Berkeley Energy Ltd,AU000000BKY0,GBP,BKY
16206,united kingdom,Wameja,Wameja Ltd,AU0000053472,GBP,WJA
16207,united kingdom,Orosur Mining Inc,Orosur Mining Inc,CA6871961059,GBP,OMIN
16208,united kingdom,Cloudbuy PLC,Cloudbuy PLC,GB00B09Y8Y28,GBP,CBUY
16209,united kingdom,Caledonia Mining,Caledonia Mining Corporation Plc,JE00BF0XVB15,GBP,CALq
16210,united kingdom,Europa Metals,Europa Metals Ltd,AU0000014342,GBP,EUZ
16211,united kingdom,Global Petroleum,Global Petroleum,AU000000GBP6,GBP,GBPq
16212,united kingdom,Red Emperor Resources,Red Emperor Resources Nl,AU000000RMP0,GBP,RMPq
16213,united kingdom,Scotgold Resources,Scotgold Resources Ltd,AU000XINEAK5,GBP,SGZ
16214,united kingdom,88 Energy,88 Energy Ltd,AU00000088E2,GBP,88E
16215,united kingdom,Wentworth,Wentworth Resources Ltd,JE00BGT34J81,GBP,WEN
16216,united kingdom,Salt Lake Potash,Salt Lake Potash Ltd,AU000000SO44,GBP,SO4
16217,united kingdom,Carr’s Group,Carr’s Group PLC,GB00BRK01058,GBP,CARRC
16218,united kingdom,Ashmore Global Opp,Ashmore Global Opportunities Ltd,GG00BYV0R619,GBP,AGOL
16219,united kingdom,Pacific Alliance China,Pacific Alliance China Land Ltd,KYG6846Y1035,USD,PACL
16220,united kingdom,Vinacapital Vietnam,VinaCapital Vietnam Opportunity Fund,GG00BYXVT888,GBP,VOF
16221,united kingdom,PME African,PME African Infrastructure Opp Plc,IM00B1WSL611,USD,PMEA
16222,united kingdom,Kubera,Kubera Cross-Border Fund Ltd,KYG522771032,USD,KUBCq
16223,united kingdom,Africa Opportunity,Africa Opportunity Fund Ltd,KYG012921048,USD,AOF
16224,united kingdom,Origo PRF,Origo Partners Plc PRF,IM00B3SXFX94,USD,OPPPp
16225,united kingdom,VietNam Holding,VietNam Holding Ltd,KYG9361X1043,USD,VNHq
16226,united kingdom,Tau Capital,Tau Capital Plc,IM00B1VVFG94,USD,TAU
16227,united kingdom,VinaLand,VinaLand Ltd,KYG936361016,USD,VNLq
16228,united kingdom,EIH,EIH Plc,IM00B1HYQW54,USD,EIH
16229,united kingdom,Independent News,Independent News & Media PLC,IE00B59HWB19,EUR,INME
16230,united kingdom,Origin,Origin Enterprises Plc,IE00B1WV4493,EUR,OGN
16231,united kingdom,Sirius RE,Sirius Real Estate Ltd,GG00B1W3VF54,EUR,SRET
16232,united kingdom,Aukett Fitzroy Robinson,Aukett Fitzroy Robinson Group,GB0000617950,GBP,AUK
16233,united kingdom,Aberdeen Asian Smaller,Aberdeen Asian Smaller Companies Investment Trust PLC,GB0000100767,GBP,AAS
16234,united kingdom,City Natural,City Natural Resources High Yield Trust plc,GB0000353929,GBP,CYNL
16235,united kingdom,Braemar,Braemar Shipping Services Plc,GB0000600931,GBP,BRMS
16236,united kingdom,Anglo-Eastern Plantations,Anglo-Eastern Plantations,GB0000365774,GBP,ANEA
16237,united kingdom,Biotech GT,Biotech Growth Trust Plc (The),GB0000385517,GBP,BIOGW
16238,united kingdom,Griffin,Griffin Mining,BMG319201049,GBP,GFM
16239,united kingdom,Anglesey,Anglesey Mining,GB0000320472,GBP,AYM
16240,united kingdom,NASCIT,North Atlantic Smaller Companies Investment Trust plc,GB0006439003,GBP,NTAS
16241,united kingdom,Dunedin Enterprise,Dunedin Enterprise Investment Trust,GB0005776561,GBP,DUNE
16242,united kingdom,Scottish Oriental Smaller,The Scottish Oriental Smaller Companies Trust plc,GB0007836132,GBP,SOST
16243,united kingdom,Impax Asset Management,Impax Asset Management Group Plc,GB0004905260,GBP,IPX
16244,united kingdom,Advanced Medical,Advanced Medical Solutions Group,GB0004536594,GBP,AMSU
16245,united kingdom,Pantheon,Pantheon Internat Participations,GB0004148507,GBP,PANI
16246,united kingdom,Conroy,Conroy Gold & Natural Resources Plc,IE00BZ4BTZ13,GBP,CGNR
16247,united kingdom,Symphony Environmental,Symphony Environmental Technologies PLC,GB0009589168,GBP,SYMU
16248,united kingdom,Witan Pacific,Witan Pacific Investment Trust,GB0003656021,GBP,WIPA
16249,united kingdom,London&Associated,London & Associated Properties,GB0005234223,GBP,LAS
16250,united kingdom,European Investment,European Investment Trust Plc(The),GB0003295010,GBP,EUTP
16251,united kingdom,Touchstar,Touchstar PLC,GB00BD9YDB55,GBP,TSTT
16252,united kingdom,21St Century,21St Century Technology Plc,GB0008866310,GBP,C21
16253,united kingdom,Aberdeen New Dawn,Aberdeen New Dawn Investment Tst,GB00BBM56V29,GBP,ABD
